дата	projectID	выручка
17.01.2017	245772	905
17.01.2017	245774	8318
17.01.2017	245775	191347
17.01.2017	245776	4780
17.01.2017	245777	4131
17.01.2017	245778	103134
17.01.2017	245780	6278
17.01.2017	245780	552196
17.01.2017	245782	216
17.01.2017	245785	907
17.01.2017	245786	8332
17.01.2017	254977	192158
17.01.2017	279727	4821
17.01.2017	287428	4167
17.01.2017	304193	103360
17.01.2017	312874	6320
17.01.2017	446720	552213
17.01.2017	447270	216
17.01.2017	451341	915
17.01.2017	452031	8345
17.01.2017	452033	192525
17.01.2017	452034	4840
17.01.2017	452135	4191
17.01.2017	452247	103462
17.01.2017	452593	6325
17.01.2017	452655	553670
17.01.2017	458590	218
17.01.2017	460062	923
17.01.2017	463515	8408
17.01.2017	466944	192962
17.01.2017	466944	4878
17.01.2017	467613	4212
17.01.2017	467614	104219
17.01.2017	467768	6334
17.01.2017	475452	556001
17.01.2017	475908	218
17.01.2017	475909	929
17.01.2017	476406	8408
17.01.2017	477326	194143
17.01.2017	477729	4879
17.01.2017	478064	4218
17.01.2017	478103	104824
17.01.2017	479853	6393
17.01.2017	479854	556291
17.01.2017	480627	220
17.01.2017	480676	933
17.01.2017	482566	8447
17.01.2017	482567	194598
17.01.2017	483892	4888
17.01.2017	484659	4231
17.01.2017	488980	104933
17.01.2017	489078	6445
17.01.2017	490639	559392
17.01.2017	491231	221
17.01.2017	492896	942
17.01.2017	493118	8526
17.01.2017	493119	194747
17.01.2017	493336	4917
17.01.2017	493336	4246
17.01.2017	493336	104942
17.01.2017	496889	6479
17.01.2017	496889	560769
18.01.2017	230255	222
18.01.2017	230255	942
18.01.2017	230255	8556
18.01.2017	230739	196348
18.01.2017	244173	4950
18.01.2017	244173	4252
18.01.2017	245772	105463
18.01.2017	245774	6506
18.01.2017	245775	563707
18.01.2017	245776	224
18.01.2017	245777	946
18.01.2017	245778	8607
18.01.2017	245780	197025
18.01.2017	245780	4961
18.01.2017	245782	4259
18.01.2017	245785	105585
18.01.2017	245786	6514
18.01.2017	254977	564764
18.01.2017	279727	224
18.01.2017	287428	955
18.01.2017	304193	8647
18.01.2017	312874	198642
18.01.2017	429531	5010
18.01.2017	446720	4268
18.01.2017	447270	106520
18.01.2017	451341	6526
18.01.2017	452031	565102
18.01.2017	452033	225
18.01.2017	452034	962
18.01.2017	452135	8695
18.01.2017	452247	199088
18.01.2017	452593	5013
18.01.2017	452655	4304
18.01.2017	458590	106896
18.01.2017	460062	6537
18.01.2017	463515	570156
18.01.2017	466944	226
18.01.2017	466944	967
18.01.2017	467613	8699
18.01.2017	467614	200605
18.01.2017	467768	5028
18.01.2017	475452	4334
18.01.2017	475908	107742
18.01.2017	475909	6581
18.01.2017	476406	571694
18.01.2017	477326	227
18.01.2017	477729	973
18.01.2017	478064	8702
18.01.2017	478103	200667
18.01.2017	479853	5071
18.01.2017	479854	4358
18.01.2017	480627	108100
18.01.2017	480676	6630
18.01.2017	482566	572211
18.01.2017	482567	228
18.01.2017	483892	981
18.01.2017	484659	8770
18.01.2017	488980	201751
18.01.2017	489078	5099
18.01.2017	491231	4388
18.01.2017	492896	108189
18.01.2017	493118	6630
18.01.2017	493119	576176
18.01.2017	493336	230
18.01.2017	493336	984
18.01.2017	493336	8809
18.01.2017	496889	202744
18.01.2017	496889	5141
19.01.2017	230255	4419
19.01.2017	230255	109019
19.01.2017	230255	6686
19.01.2017	230739	578263
19.01.2017	244173	230
19.01.2017	244173	985
19.01.2017	245772	8867
19.01.2017	245774	204756
19.01.2017	245775	5188
19.01.2017	245776	4433
19.01.2017	245777	109671
19.01.2017	245778	6696
19.01.2017	245780	580680
19.01.2017	245780	231
19.01.2017	245782	989
19.01.2017	245785	8883
19.01.2017	245786	205959
19.01.2017	254977	5198
19.01.2017	279727	4455
19.01.2017	287428	109917
19.01.2017	304193	6733
19.01.2017	312874	584028
19.01.2017	446720	233
19.01.2017	447270	997
19.01.2017	451341	8920
19.01.2017	452031	206837
19.01.2017	452033	5215
19.01.2017	452034	4461
19.01.2017	452135	110248
19.01.2017	452247	6763
19.01.2017	452593	586052
19.01.2017	452655	235
19.01.2017	458590	1000
19.01.2017	460062	8925
19.01.2017	463515	208358
19.01.2017	466944	5264
19.01.2017	466944	4499
19.01.2017	467613	110530
19.01.2017	467614	6800
19.01.2017	467768	589690
19.01.2017	475452	236
19.01.2017	475908	1008
19.01.2017	475909	8979
19.01.2017	476406	209104
19.01.2017	477326	5280
19.01.2017	477729	4539
19.01.2017	478064	111012
19.01.2017	478103	6853
19.01.2017	479853	595523
19.01.2017	479854	237
19.01.2017	480627	1008
19.01.2017	480676	8996
19.01.2017	482566	210700
19.01.2017	482567	5326
19.01.2017	483892	4563
19.01.2017	484659	111954
19.01.2017	488980	6922
19.01.2017	489078	596542
19.01.2017	491231	238
19.01.2017	492896	1016
19.01.2017	493118	9053
19.01.2017	493119	212499
19.01.2017	493336	5376
19.01.2017	493336	4594
19.01.2017	493336	113059
19.01.2017	496889	6947
19.01.2017	496889	601542
20.01.2017	230255	239
20.01.2017	230255	1026
20.01.2017	230255	9053
20.01.2017	230739	213619
20.01.2017	244173	5406
20.01.2017	244173	4637
20.01.2017	245772	114171
20.01.2017	245774	6956
20.01.2017	245775	601694
20.01.2017	245776	240
20.01.2017	245777	1036
20.01.2017	245778	9063
20.01.2017	245780	213821
20.01.2017	245780	5438
20.01.2017	245782	4681
20.01.2017	245785	115175
20.01.2017	245786	7008
20.01.2017	254977	606581
20.01.2017	279727	242
20.01.2017	287428	1042
20.01.2017	304193	9120
20.01.2017	312874	214449
20.01.2017	446720	5444
20.01.2017	447270	4723
20.01.2017	451341	115541
20.01.2017	452031	7024
20.01.2017	452033	610863
20.01.2017	452034	244
20.01.2017	452135	1044
20.01.2017	452247	9208
20.01.2017	452593	215801
20.01.2017	452655	5484
20.01.2017	458590	4748
20.01.2017	460062	116194
20.01.2017	463515	7068
20.01.2017	466944	613538
20.01.2017	466944	246
20.01.2017	467613	1047
20.01.2017	467614	9254
20.01.2017	467768	216864
20.01.2017	475452	5536
20.01.2017	475908	4768
20.01.2017	475909	116673
20.01.2017	476406	7127
20.01.2017	477326	619511
20.01.2017	477729	247
20.01.2017	478064	1049
20.01.2017	478103	9283
20.01.2017	479853	217791
20.01.2017	479854	5581
20.01.2017	480627	4789
20.01.2017	480676	116803
20.01.2017	482566	7198
20.01.2017	482567	620848
20.01.2017	483892	249
20.01.2017	484659	1055
20.01.2017	488980	9364
20.01.2017	489078	217806
20.01.2017	489096	5601
20.01.2017	491231	4809
20.01.2017	492896	117193
20.01.2017	493118	7230
20.01.2017	493119	621912
20.01.2017	493336	251
20.01.2017	493336	1065
20.01.2017	493336	9414
20.01.2017	496889	219388
20.01.2017	496889	5648
21.01.2017	230255	4830
21.01.2017	230255	117793
21.01.2017	230255	7292
21.01.2017	230739	628052
21.01.2017	244173	253
21.01.2017	244173	1074
21.01.2017	245772	9428
21.01.2017	245774	221430
21.01.2017	245775	5661
21.01.2017	245776	4858
21.01.2017	245777	118195
21.01.2017	245778	7294
21.01.2017	245780	634188
21.01.2017	245780	253
21.01.2017	245782	1084
21.01.2017	245785	9510
21.01.2017	245786	221779
21.01.2017	254977	5670
21.01.2017	279727	4906
21.01.2017	304193	118476
21.01.2017	312874	7300
21.01.2017	446720	640318
21.01.2017	447270	254
21.01.2017	451341	1095
21.01.2017	452031	9577
21.01.2017	452033	222508
21.01.2017	452034	5717
21.01.2017	452135	4944
21.01.2017	452247	118810
21.01.2017	452593	7343
21.01.2017	452655	644245
21.01.2017	460062	255
21.01.2017	463515	1095
21.01.2017	466944	9651
21.01.2017	466944	223407
21.01.2017	467613	5732
21.01.2017	467614	4971
21.01.2017	467768	119872
21.01.2017	475452	7355
21.01.2017	475908	644582
21.01.2017	475909	256
21.01.2017	476406	1101
21.01.2017	477326	9680
21.01.2017	477729	224185
21.01.2017	478064	5752
21.01.2017	478103	4991
21.01.2017	479853	121010
21.01.2017	479854	7372
21.01.2017	480627	644588
21.01.2017	480676	258
21.01.2017	482566	1103
21.01.2017	482567	9762
21.01.2017	483892	226287
21.01.2017	484659	5777
21.01.2017	488980	5040
21.01.2017	489078	121823
21.01.2017	491231	7404
21.01.2017	492896	648944
21.01.2017	493118	259
21.01.2017	493119	1112
21.01.2017	493336	9772
21.01.2017	493336	227426
21.01.2017	493336	5780
21.01.2017	496889	5049
21.01.2017	496889	122484
22.01.2017	230255	7469
22.01.2017	230255	649274
22.01.2017	230255	261
22.01.2017	230739	1115
22.01.2017	244173	9857
22.01.2017	244173	228041
22.01.2017	245772	5832
22.01.2017	245774	5080
22.01.2017	245775	122733
22.01.2017	245776	7522
22.01.2017	245777	654305
22.01.2017	245778	264
22.01.2017	245780	1123
22.01.2017	245780	9937
22.01.2017	245782	229350
22.01.2017	245785	5881
22.01.2017	245786	5123
22.01.2017	254977	123089
22.01.2017	279727	7527
22.01.2017	304193	657784
22.01.2017	312874	265
22.01.2017	446720	1125
22.01.2017	447270	10027
22.01.2017	451341	230090
22.01.2017	452031	5883
22.01.2017	452033	5130
22.01.2017	452034	123981
22.01.2017	452135	7556
22.01.2017	452247	661800
22.01.2017	452593	265
22.01.2017	452655	1133
22.01.2017	458590	10064
22.01.2017	460062	232255
22.01.2017	463515	5937
22.01.2017	466944	5174
22.01.2017	466944	124680
22.01.2017	467613	7595
22.01.2017	467614	666804
22.01.2017	467768	266
22.01.2017	475452	1134
22.01.2017	475908	10125
22.01.2017	475909	232956
22.01.2017	476406	5986
22.01.2017	477326	5219
22.01.2017	477729	124970
22.01.2017	478064	7662
22.01.2017	478103	671895
22.01.2017	479853	267
22.01.2017	479854	1143
22.01.2017	480627	10186
22.01.2017	480676	233255
22.01.2017	482566	5987
22.01.2017	482567	5240
22.01.2017	483892	125267
22.01.2017	484659	7702
22.01.2017	488980	677966
22.01.2017	489078	269
22.01.2017	491231	1148
22.01.2017	492896	10281
22.01.2017	493118	235137
22.01.2017	493119	5989
22.01.2017	493336	5247
22.01.2017	493336	125508
22.01.2017	493336	7767
22.01.2017	496889	682310
22.01.2017	496889	270
23.01.2017	230255	1153
23.01.2017	230255	10281
23.01.2017	230255	235299
23.01.2017	230739	6044
23.01.2017	244173	5253
23.01.2017	244173	126600
23.01.2017	245772	7814
23.01.2017	245774	685529
23.01.2017	245775	271
23.01.2017	245776	1153
23.01.2017	245777	10285
23.01.2017	245778	236570
23.01.2017	245780	6071
23.01.2017	245780	5275
23.01.2017	245782	126822
23.01.2017	245785	7870
23.01.2017	245786	690212
23.01.2017	254977	273
23.01.2017	279727	1165
23.01.2017	287428	10303
23.01.2017	304193	237509
23.01.2017	312874	6110
23.01.2017	446720	5320
23.01.2017	447270	127957
23.01.2017	451341	7940
23.01.2017	452031	693270
23.01.2017	452033	275
23.01.2017	452034	1168
23.01.2017	452135	10313
23.01.2017	452247	239735
23.01.2017	452593	6114
23.01.2017	452655	5336
23.01.2017	458590	128954
23.01.2017	459987	7953
23.01.2017	460062	694273
23.01.2017	463515	276
23.01.2017	466944	1169
23.01.2017	466944	10326
23.01.2017	467613	239950
23.01.2017	467614	6171
23.01.2017	467768	5376
23.01.2017	471445	129648
23.01.2017	475452	8002
23.01.2017	475908	699068
23.01.2017	475909	277
23.01.2017	476406	1171
23.01.2017	477326	10420
23.01.2017	477729	240393
23.01.2017	478064	6203
23.01.2017	478103	5397
23.01.2017	479853	130222
23.01.2017	479854	8029
23.01.2017	480627	702044
23.01.2017	480676	278
23.01.2017	482566	1172
23.01.2017	482567	10459
23.01.2017	483892	241350
23.01.2017	484659	6264
23.01.2017	488980	5444
23.01.2017	489078	130748
23.01.2017	489096	8053
23.01.2017	491231	706500
23.01.2017	492896	279
23.01.2017	493118	1181
23.01.2017	493119	10561
23.01.2017	493336	243594
23.01.2017	493336	6299
23.01.2017	493336	5466
23.01.2017	496889	131900
23.01.2017	496889	8098
24.01.2017	230255	710409
24.01.2017	230255	282
24.01.2017	230255	1182
24.01.2017	230739	10566
24.01.2017	244173	244840
24.01.2017	244173	6301
24.01.2017	245772	5505
24.01.2017	245774	132219
24.01.2017	245775	8155
24.01.2017	245776	710692
24.01.2017	245777	283
24.01.2017	245778	1183
24.01.2017	245780	10600
24.01.2017	245780	246327
24.01.2017	245782	6360
24.01.2017	245785	5545
24.01.2017	245786	133261
24.01.2017	254977	8213
24.01.2017	279727	716916
24.01.2017	304193	285
24.01.2017	312874	1185
24.01.2017	358684	10630
24.01.2017	429531	246771
24.01.2017	446720	6394
24.01.2017	447270	5589
24.01.2017	451341	133527
24.01.2017	452031	8283
24.01.2017	452033	720885
24.01.2017	452034	286
24.01.2017	452135	1194
24.01.2017	452247	10691
24.01.2017	452593	248177
24.01.2017	452655	6454
24.01.2017	458590	5623
24.01.2017	460062	134711
24.01.2017	463515	8336
24.01.2017	466944	724848
24.01.2017	466944	287
24.01.2017	467613	1202
24.01.2017	467614	10784
24.01.2017	467768	249951
24.01.2017	475452	6518
24.01.2017	475908	5662
24.01.2017	475909	135380
24.01.2017	476406	8367
24.01.2017	477326	729905
24.01.2017	477729	288
24.01.2017	478064	1205
24.01.2017	478103	10800
24.01.2017	479853	250436
24.01.2017	479854	6536
24.01.2017	480627	5681
24.01.2017	480676	135630
24.01.2017	482566	8440
24.01.2017	482567	733228
24.01.2017	483892	289
24.01.2017	484659	1209
24.01.2017	488980	10832
24.01.2017	489078	252309
24.01.2017	491231	6544
24.01.2017	492896	5731
24.01.2017	493118	136853
24.01.2017	493119	8514
24.01.2017	493336	737116
24.01.2017	493336	289
24.01.2017	493336	1211
24.01.2017	496889	10916
24.01.2017	496889	253080
25.01.2017	230255	6546
25.01.2017	230255	5776
25.01.2017	230255	137111
25.01.2017	230739	8559
25.01.2017	244173	737853
25.01.2017	244173	291
25.01.2017	245772	1220
25.01.2017	245774	10958
25.01.2017	245775	255061
25.01.2017	245776	6574
25.01.2017	245777	5806
25.01.2017	245778	138099
25.01.2017	245780	8601
25.01.2017	245780	738109
25.01.2017	245782	291
25.01.2017	245785	1229
25.01.2017	245786	11044
25.01.2017	254977	257152
25.01.2017	279727	6602
25.01.2017	287428	5839
25.01.2017	304193	139374
25.01.2017	312874	8674
25.01.2017	429531	744012
25.01.2017	446720	293
25.01.2017	447270	1235
25.01.2017	451341	11085
25.01.2017	452031	259324
25.01.2017	452033	6666
25.01.2017	452034	5878
25.01.2017	452135	139686
25.01.2017	452247	8742
25.01.2017	452593	748627
25.01.2017	452655	293
25.01.2017	458590	1237
25.01.2017	460062	11100
25.01.2017	463515	260186
25.01.2017	466944	6684
25.01.2017	466944	5878
25.01.2017	467613	140124
25.01.2017	467614	8754
25.01.2017	467768	751474
25.01.2017	475452	293
25.01.2017	475908	1240
25.01.2017	475909	11103
25.01.2017	476406	261317
25.01.2017	477326	6693
25.01.2017	477729	5907
25.01.2017	478064	140863
25.01.2017	478103	8834
25.01.2017	479853	756712
25.01.2017	479854	294
25.01.2017	480627	1250
25.01.2017	480676	11107
25.01.2017	482566	263748
25.01.2017	482567	6705
25.01.2017	483892	5916
25.01.2017	484659	141116
25.01.2017	488980	8916
25.01.2017	489078	762113
25.01.2017	491231	294
25.01.2017	492896	1260
25.01.2017	493118	11136
25.01.2017	493119	264259
25.01.2017	493336	6729
25.01.2017	493336	5923
25.01.2017	493336	142073
25.01.2017	496889	8969
25.01.2017	496889	767164
26.01.2017	230255	297
26.01.2017	230255	1263
26.01.2017	230255	11140
26.01.2017	230739	264491
26.01.2017	244173	6741
26.01.2017	244173	5963
26.01.2017	245772	142941
26.01.2017	245774	8996
26.01.2017	245775	770812
26.01.2017	245776	298
26.01.2017	245777	1272
26.01.2017	245778	11195
26.01.2017	245780	266734
26.01.2017	245780	6767
26.01.2017	245782	5978
26.01.2017	245785	143991
26.01.2017	245786	9079
26.01.2017	254977	773009
26.01.2017	279727	299
26.01.2017	287428	1274
26.01.2017	304193	11281
26.01.2017	312874	267820
26.01.2017	446720	6811
26.01.2017	447270	6021
26.01.2017	451341	144091
26.01.2017	452031	9109
26.01.2017	452033	780347
26.01.2017	452034	301
26.01.2017	452135	1277
26.01.2017	452247	11379
26.01.2017	452593	268153
26.01.2017	452655	6846
26.01.2017	460062	6058
26.01.2017	463515	144879
26.01.2017	466944	9179
26.01.2017	466944	786554
26.01.2017	467613	302
26.01.2017	467614	1278
26.01.2017	467768	11477
26.01.2017	475452	269182
26.01.2017	475908	6878
26.01.2017	475909	6068
26.01.2017	476406	145259
26.01.2017	477326	9202
26.01.2017	477729	787563
26.01.2017	478064	303
26.01.2017	478103	1285
26.01.2017	479853	11533
26.01.2017	479854	270542
26.01.2017	480627	6893
26.01.2017	480676	6102
26.01.2017	482566	145859
26.01.2017	482567	9238
26.01.2017	483892	788988
26.01.2017	484659	304
26.01.2017	488980	1291
26.01.2017	489078	11580
26.01.2017	491231	271455
26.01.2017	492896	6895
26.01.2017	493118	6114
26.01.2017	493119	147173
26.01.2017	493336	9273
26.01.2017	493336	791716
26.01.2017	493336	305
26.01.2017	496889	1297
26.01.2017	496889	11598
27.01.2017	230255	273815
27.01.2017	230255	6915
27.01.2017	230255	6154
27.01.2017	230739	148499
27.01.2017	244173	9360
27.01.2017	244173	796284
27.01.2017	245772	307
27.01.2017	245774	1302
27.01.2017	245775	11626
27.01.2017	245776	274473
27.01.2017	245777	6972
27.01.2017	245778	6211
27.01.2017	245780	148734
27.01.2017	245780	9433
27.01.2017	245782	803322
27.01.2017	245785	309
27.01.2017	245786	1304
27.01.2017	254977	11664
27.01.2017	279727	276720
27.01.2017	304193	7014
27.01.2017	312874	6224
27.01.2017	358684	149761
27.01.2017	446720	9484
27.01.2017	447270	804172
27.01.2017	451341	311
27.01.2017	452031	1309
27.01.2017	452033	11682
27.01.2017	452034	279391
27.01.2017	452135	7075
27.01.2017	452247	6237
27.01.2017	452593	150323
27.01.2017	452655	9498
27.01.2017	460062	806301
27.01.2017	463515	313
27.01.2017	466944	1316
27.01.2017	466944	11762
27.01.2017	467613	280621
27.01.2017	467614	7125
27.01.2017	467768	6295
27.01.2017	475452	151403
27.01.2017	475908	9569
27.01.2017	475909	809211
27.01.2017	476406	315
27.01.2017	477326	1328
27.01.2017	477729	11856
27.01.2017	478064	282543
27.01.2017	478103	7153
27.01.2017	479853	6308
27.01.2017	479854	152132
27.01.2017	480627	9643
27.01.2017	480676	816165
27.01.2017	482566	315
27.01.2017	482567	1329
27.01.2017	483892	11950
27.01.2017	484659	284462
27.01.2017	488980	7208
27.01.2017	489078	6370
27.01.2017	490639	152358
27.01.2017	491231	9722
27.01.2017	492896	822068
27.01.2017	493118	318
27.01.2017	493119	1334
27.01.2017	493336	12019
27.01.2017	493336	286726
27.01.2017	493336	7211
27.01.2017	496889	6405
27.01.2017	496889	153305
28.01.2017	230255	9784
28.01.2017	230255	827386
28.01.2017	230255	318
28.01.2017	230739	1339
28.01.2017	244173	12045
28.01.2017	244173	288111
28.01.2017	245772	7257
28.01.2017	245774	6461
28.01.2017	245775	154466
28.01.2017	245776	9819
28.01.2017	245777	830584
28.01.2017	245778	318
28.01.2017	245780	1348
28.01.2017	245780	12048
28.01.2017	245782	289997
28.01.2017	245785	7317
28.01.2017	245786	6493
28.01.2017	254977	155125
28.01.2017	279727	9848
28.01.2017	287428	836459
28.01.2017	304193	318
28.01.2017	312874	1358
28.01.2017	446720	12079
28.01.2017	447270	291398
28.01.2017	451341	7329
28.01.2017	452031	6497
28.01.2017	452033	156196
28.01.2017	452034	9921
28.01.2017	452135	836497
28.01.2017	452247	319
28.01.2017	452593	1358
28.01.2017	452655	12181
28.01.2017	458590	292141
28.01.2017	460062	7370
28.01.2017	463515	6506
28.01.2017	466944	157512
28.01.2017	466944	9978
28.01.2017	467613	840203
28.01.2017	467614	320
28.01.2017	467768	1368
28.01.2017	475452	12267
28.01.2017	475908	293079
28.01.2017	475909	7442
28.01.2017	476406	6515
28.01.2017	477326	158579
28.01.2017	477729	10073
28.01.2017	478064	843533
28.01.2017	478103	324
28.01.2017	479853	1373
28.01.2017	479854	12292
28.01.2017	480627	293708
28.01.2017	480676	7495
28.01.2017	482566	6545
28.01.2017	482567	159348
28.01.2017	483892	10083
28.01.2017	484659	848850
28.01.2017	488980	326
28.01.2017	489078	1378
28.01.2017	490639	12295
28.01.2017	491231	295408
28.01.2017	492896	7540
28.01.2017	493118	6578
28.01.2017	493119	159790
28.01.2017	493336	10181
28.01.2017	493336	849837
28.01.2017	493336	328
28.01.2017	496889	1379
28.01.2017	496889	12298
29.01.2017	230255	297564
29.01.2017	230255	7581
29.01.2017	230255	6598
29.01.2017	230739	160012
29.01.2017	244173	10227
29.01.2017	244173	852424
29.01.2017	245772	331
29.01.2017	245774	1389
29.01.2017	245775	12329
29.01.2017	245776	299707
29.01.2017	245777	7585
29.01.2017	245778	6651
29.01.2017	245779	160700
29.01.2017	245780	10268
29.01.2017	245780	854494
29.01.2017	245782	334
29.01.2017	245785	1392
29.01.2017	245786	12347
29.01.2017	254977	301598
29.01.2017	279727	7592
29.01.2017	287428	6713
29.01.2017	304193	160834
29.01.2017	312874	10341
29.01.2017	446720	856918
29.01.2017	447270	337
29.01.2017	451341	1396
29.01.2017	452031	12405
29.01.2017	452033	302580
29.01.2017	452034	7620
29.01.2017	452135	6718
29.01.2017	452247	162370
29.01.2017	452593	10400
29.01.2017	452655	864439
29.01.2017	460062	339
29.01.2017	463515	1404
29.01.2017	466944	12524
29.01.2017	466944	304217
29.01.2017	467613	7640
29.01.2017	467614	6757
29.01.2017	467768	162915
29.01.2017	475452	10453
29.01.2017	475908	865998
29.01.2017	475909	340
29.01.2017	476406	1416
29.01.2017	477326	12638
29.01.2017	477729	305949
29.01.2017	478064	7688
29.01.2017	478103	6789
29.01.2017	479853	163789
29.01.2017	479854	10481
29.01.2017	480627	871361
29.01.2017	480676	341
29.01.2017	482566	1421
29.01.2017	482567	12730
29.01.2017	483892	306128
29.01.2017	484659	7743
29.01.2017	488980	6825
29.01.2017	489078	165242
29.01.2017	491231	10532
29.01.2017	492896	873446
29.01.2017	493118	343
29.01.2017	493119	1427
29.01.2017	493336	12852
29.01.2017	493336	307202
29.01.2017	493336	7753
29.01.2017	496889	6863
29.01.2017	496889	166636
30.01.2017	230255	10601
30.01.2017	230255	873565
30.01.2017	230255	344
30.01.2017	230739	1431
30.01.2017	244173	12940
30.01.2017	244173	309574
30.01.2017	245772	7797
30.01.2017	245774	6879
30.01.2017	245775	167391
30.01.2017	245776	10684
30.01.2017	245777	879343
30.01.2017	245778	347
30.01.2017	245779	1444
30.01.2017	245780	13008
30.01.2017	245780	311501
30.01.2017	245782	7855
30.01.2017	245785	6880
30.01.2017	245786	167895
30.01.2017	254977	10729
30.01.2017	279727	884285
30.01.2017	304193	350
30.01.2017	312874	1449
30.01.2017	446720	13127
30.01.2017	447270	313598
30.01.2017	451341	7916
30.01.2017	452031	6893
30.01.2017	452033	169224
30.01.2017	452034	10836
30.01.2017	452135	891918
30.01.2017	452247	353
30.01.2017	452593	1458
30.01.2017	452655	13256
30.01.2017	458590	316283
30.01.2017	460062	7924
30.01.2017	463515	6946
30.01.2017	466944	170809
30.01.2017	466944	10897
30.01.2017	467613	897538
30.01.2017	467614	355
30.01.2017	467768	1459
30.01.2017	475452	13306
30.01.2017	475908	317099
30.01.2017	475909	7945
30.01.2017	476406	6951
30.01.2017	477326	170923
30.01.2017	477729	10902
30.01.2017	478064	900228
30.01.2017	478103	357
30.01.2017	479853	1462
30.01.2017	479854	13415
30.01.2017	480627	317304
30.01.2017	480676	7953
30.01.2017	482566	6974
30.01.2017	482567	171845
30.01.2017	483892	11005
30.01.2017	484659	907709
30.01.2017	488980	360
30.01.2017	489078	1466
30.01.2017	491231	13523
30.01.2017	492896	318286
30.01.2017	493118	8003
30.01.2017	493119	6975
30.01.2017	493336	172094
30.01.2017	493336	11088
30.01.2017	493336	911758
30.01.2017	496889	361
30.01.2017	496889	1478
31.01.2017	230255	13524
31.01.2017	230255	318298
31.01.2017	230255	8032
31.01.2017	230739	6997
31.01.2017	244173	172239
31.01.2017	244173	11127
31.01.2017	245772	914427
31.01.2017	245774	362
31.01.2017	245775	1490
31.01.2017	245776	13542
31.01.2017	245777	318355
31.01.2017	245778	8069
31.01.2017	245780	7052
31.01.2017	245780	173739
31.01.2017	245782	11177
31.01.2017	245785	916489
31.01.2017	245786	365
31.01.2017	254977	1494
31.01.2017	279727	13593
31.01.2017	287428	319346
31.01.2017	304193	8074
31.01.2017	312874	7074
31.01.2017	429531	174513
31.01.2017	446720	11196
31.01.2017	447270	922409
31.01.2017	451341	367
31.01.2017	452031	1494
31.01.2017	452033	13595
31.01.2017	452034	320236
31.01.2017	452135	8084
31.01.2017	452247	7076
31.01.2017	452593	175679
31.01.2017	452655	11256
31.01.2017	458590	927244
31.01.2017	460062	368
31.01.2017	463515	1503
31.01.2017	466944	13642
31.01.2017	466944	322224
31.01.2017	467613	8109
31.01.2017	467614	7128
31.01.2017	467768	176035
31.01.2017	475452	11340
31.01.2017	475908	930621
31.01.2017	475909	368
31.01.2017	476406	1512
31.01.2017	477326	13654
31.01.2017	477729	322230
31.01.2017	478064	8127
31.01.2017	478103	7175
31.01.2017	479853	176944
31.01.2017	479854	11369
31.01.2017	480627	937794
31.01.2017	480676	370
31.01.2017	482566	1516
31.01.2017	482567	13680
31.01.2017	483892	324714
31.01.2017	484659	8152
31.01.2017	488980	7180
31.01.2017	489078	178698
31.01.2017	491231	11466
31.01.2017	492896	940070
31.01.2017	493118	372
31.01.2017	493119	1524
31.01.2017	493336	13770
31.01.2017	493336	325479
31.01.2017	493336	8155
31.01.2017	496889	7190
31.01.2017	496889	179993
01.02.2017	230255	11482
01.02.2017	230255	949133
01.02.2017	230255	373
01.02.2017	230739	1526
01.02.2017	244173	13830
01.02.2017	244173	326682
01.02.2017	245772	8208
01.02.2017	245774	7219
01.02.2017	245775	180033
01.02.2017	245775	11530
01.02.2017	245776	950631
01.02.2017	245777	374
01.02.2017	245778	1540
01.02.2017	245780	13947
01.02.2017	245780	328447
01.02.2017	245782	8262
01.02.2017	245785	7244
01.02.2017	245786	181078
01.02.2017	254977	11578
01.02.2017	279727	958148
01.02.2017	304193	377
01.02.2017	312874	1540
01.02.2017	446720	14056
01.02.2017	447270	330127
01.02.2017	451341	8294
01.02.2017	452031	7267
01.02.2017	452033	181456
01.02.2017	452034	11646
01.02.2017	452135	965291
01.02.2017	452247	379
01.02.2017	452593	1549
01.02.2017	452655	14184
01.02.2017	460062	333067
01.02.2017	463515	8352
01.02.2017	466944	7320
01.02.2017	466944	182697
01.02.2017	467613	11697
01.02.2017	467614	969609
01.02.2017	467768	383
01.02.2017	475452	1564
01.02.2017	475908	14288
01.02.2017	475909	335852
01.02.2017	476406	8406
01.02.2017	477326	7332
01.02.2017	477729	183249
01.02.2017	478064	11773
01.02.2017	478103	973956
01.02.2017	479853	384
01.02.2017	479854	1565
01.02.2017	480627	14312
01.02.2017	480676	336862
01.02.2017	482566	8481
01.02.2017	482567	7377
01.02.2017	483892	183535
01.02.2017	484659	11775
01.02.2017	488980	976805
01.02.2017	489078	386
01.02.2017	489096	1571
01.02.2017	491231	14318
01.02.2017	492896	339622
01.02.2017	493118	8539
01.02.2017	493119	7416
01.02.2017	493336	184010
01.02.2017	493336	11781
01.02.2017	493336	984798
01.02.2017	496889	390
01.02.2017	496889	1584
01.02.2017	500590	14415
02.02.2017	230255	340398
02.02.2017	230255	8541
02.02.2017	230255	7466
02.02.2017	230739	185685
02.02.2017	244173	11811
02.02.2017	244173	990201
02.02.2017	245772	393
02.02.2017	245774	1594
02.02.2017	245775	14484
02.02.2017	245776	341072
02.02.2017	245777	8594
02.02.2017	245778	7511
02.02.2017	245780	186793
